scheme_name,detected_themes
State Technical Scholarship for ST Student,['Education & Learning']
Stipend For Girls Of Secondary Students Schemes,['Education & Learning']
Stipend Scheme (P.B.O.C.W.W.B),['Education & Learning']
Stipend Scheme for Grandchildren of Freedom Fighters,['Education & Learning']
Stipend To Law Graduates,['Education & Learning']
Stipend To Students Studying At Govt. Hindi Institute Dimapur,['Education & Learning']
Stipend to Educated Unemployed,['Skills & Employment']
Stipend to Scheduled Caste Trainees in Technical Training Institutions,['Skills & Employment']
Stipends To Trainees In Industrial Training Institute,['Education & Learning']
"Strengthening Skills, Arts and Employment through ITIs",['Skills & Employment']
Student Housing Scheme for Students with Disabilities,['Education & Learning']
Student Internship Programme,['Education & Learning']
Student Welfare Scheme,['Education & Learning']
Students Ready,['Education & Learning']
Study Abroad Scholarships (Scheduled Tribe),['Education & Learning']
Su-Swastha Yojana,['Education & Learning']
Subsidy Scheme for Self-help Groups of Minorities,['Education & Learning']
"Subsidy Scheme on Establishment of 25 R.I.R. Bird’s Unit, 100 Broiler Bird’s Unit and Stipend for Poultry Farming Training for Scheduled Caste People",['Skills & Employment']
Subsidy for Asset Creation for Intellectual Property: Patent Registration,['Business & Entrepreneurship']
Subsidy for Asset Creation for Intellectual Property: Subsidy on the Cost of Trade Mark Registration or Geographical Indications (GI) in India or Abroad,['Business & Entrepreneurship']
Subsidy for Developing Business Premises for Persons with Disabilities,['Skills & Employment']
Subsidy for Disabled Young Professionals,['Skills & Employment']
Subsidy for Fund Raising from SME Exchange,['Business & Entrepreneurship']
Subsidy for School Uniforms to the Students,['Education & Learning']
Subsistence and Transport Allowance to Disabled Students for Pursuing Education in Computer and Management,['Education & Learning']
Sudakshya For Girls Child Scholarship,['Education & Learning']
Sudama Pre-Matric Scholarship Scheme (Class 9th to 10th),['Education & Learning']
Sudama Shishyavritti Scheme (Class 11th and 12th),['Education & Learning']
Summer Internship Programme (PRL),['Education & Learning']
Summer Internship Scheme Of DGFT,['Education & Learning']
Super 5000,['Education & Learning']
Super IAS 500 Scholarship Manipur,['Education & Learning']
Supplementary Nutrition Programme- Bihar,['Education & Learning']
Supply Free Laptops to Visually Impaired Students Pursuing Higher Education,['Education & Learning']
Supply of Invalid Carriages (Motorized Tri-cycles) to the Persons With Disabilities,['Education & Learning']
Support for Value Addition - Support to R&G units,['Business & Entrepreneurship']
Supporting Community Radio Movement in India,['Education & Learning']
Swabhimaan Scheme,['Education & Learning']
Swachh Bharat Mission – Grameen PHASE I,['Education & Learning']
Swami Vivekananda Assam Youth Empowerment,['Skills & Employment']
Swami Vivekananda Merit-cum-Means Scholarship,['Education & Learning']
Swami Vivekananda Post-Matric Scholarship Scheme (Class 11th & 12th),['Education & Learning']
Swami Vivekananda Single Girl Child Fellowship for Research in Social Sciences,['Education & Learning']
Swami Vivekananda Utkrisht Chhatravriti Yojna,['Education & Learning']
Swarnajayanti Fellowships Scheme,['Education & Learning']
Swarnima,['Skills & Employment']
Swasraya Scheme For Parents/Mothers Of Physically Handicapped/Mentally Retarded Persons,['Skills & Employment']
Sweekruti: Pre & Post Matric Scholarship,['Education & Learning']
Sympathetic Assistance and Handholding for Youth Transformation and Amelioration - SAHAYTA,['Skills & Employment']
TEC Internship Scheme,['Education & Learning']
Tablet Assistance to Scheduled Caste Students of 12th Standard,['Education & Learning']
Tagore National Fellowship for Cultural Research,['Education & Learning']
Tagore National Scholarship for Cultural Research,['Education & Learning']
Tailoring Training To Scheduled Caste & Backward Classes Widows/Destitute Women/Girls,['Skills & Employment']
Tamil Nadu Chief Minister's Fellowship Programme,['Education & Learning']
Teachers Associateship for Research Excellence,['Education & Learning']
Technical Education Scholarship Scheme For Degree Level,['Education & Learning']
Technical Education Scholarship Scheme For Diploma Level,['Education & Learning']
Technical Education Scholarship Scheme for ITI Level,['Education & Learning']
Technology Acquisition Assistance,['Business & Entrepreneurship']
Technology Development And Utilization Programme For Women,['Business & Entrepreneurship']
Technology Fellowship and Patent Promotion Scheme,['Education & Learning']
Technology Transfer & Commercialization Support Scheme,['Business & Entrepreneurship']
Tejaswini-the Radiant,['Business & Entrepreneurship']
Telangana Grama Jyothi,['Education & Learning']
Telecom Technology Development Fund,['Education & Learning']
Tenzing Norgay National Adventure Award,['Sports']
Term Loan Scheme,['Education & Learning']
Term Loan under NSKFDC- Haryana,['Skills & Employment']
Testing Fee Reimbursement Scheme,['Education & Learning']
Thakur Sen Negi Utkrisht Chatravriti Yojana,['Education & Learning']
Thalolam Scheme,['Education & Learning']
Thayi Magu Sahaya Hastha (K.B.O.C.W.W.B),['Education & Learning']
The Artist Welfare Fund Of Assam,['Education & Learning']
The Goa State Photo Contest And Exhibition Scheme,['Skills & Employment']
The Inland Waterways Authority of India Internship Scheme,['Education & Learning']
The Lokpal of India Internship Scheme,['Skills & Employment']
The Meghalaya Tribal Students’ Book Grant (Post-Matric Education),['Education & Learning']
"The Meghalaya Victim Compensation Scheme, 2022",['Education & Learning']
The Mizoram Provisional Employees Savings Scheme,['Education & Learning']
The NSFDC Internship Scheme,['Education & Learning']
The Post-Matric Scholarship For Scheduled Tribes Students,['Education & Learning']
"Theka Shramik, Gharelu Mahila Kamgar Evan Hamaal Shramik Ke Bachcho Hetu Chhaatravrtti Yojana",['Education & Learning']
Tholkappiar Award,['Education & Learning']
Tool Kit Grant for Traditional Handicrafts Experts,['Skills & Employment']
Tool Kit Scheme (P.B.O.C.W.W.B),['Education & Learning']
Top Class Education For Scheduled Caste Students,['Education & Learning']
Top Class Education For Students With Disabilities,['Education & Learning']
Trade and Business Sector Scheme (HSFDC),['Skills & Employment']
Training Assistance for Competitive Examinations,['Education & Learning']
Training Centre for Specially-Abled Persons,['Education & Learning']
"Training Of Motor Driving To VJNT, SBS & OBC",['Education & Learning']
Training on Artificial Insemination for Self-Employment,['Skills & Employment']
Transgender Utthan Kosh - College/Higher/Technical Educational Fees Refund for Transgender Students,['Education & Learning']
Transgender Utthan Kosh - Financial Assistance for Studying Bisexual Children,['Education & Learning']
Transgender Utthan Kosh - Post Matric Scholarship for Studying Transgender,['Education & Learning']
Transgender Utthan Kosh - Pre Matric Scholarship for Studying Transgender,['Education & Learning']
Transgender Utthan Kosh - Self Employment Programme for Transgender,['Skills & Employment']
Transgender Utthan Kosh - Training Programme for Transgender,['Skills & Employment']
Transport Loan Scheme,['Skills & Employment']
Travel Grant Scheme For College Teachers / College Librarians / Vice Chancellors / Commission Members And UGC Officers,['Education & Learning']
Tripura Scheme For Incentive To Girl Child,['Education & Learning']
Tuition Fee Reimbursement of Sainik/Public Schools,['Education & Learning']
Tuition Fees And Examination Fees To Vjnt Students,['Education & Learning']
Tuition Fees And Examination Fees To Vjnt/sbc Students Studying In High Schools,['Education & Learning']
Uchch Shiksha Puraskar Yojana,['Education & Learning']
Udita Yojana,['Education & Learning']
Udyogini Scheme,['Skills & Employment']
Unemployed Youth Employment Generation Programme,['Business & Entrepreneurship']
Unemployment Allowance,['Skills & Employment']
Unemployment Allowance Scheme,['Skills & Employment']
Unemployment Allowance To The Educated Unemployed Persons With Disabilities,['Skills & Employment']
Unemployment Allowance for the Educated Unemployed Youth Scheme,['Skills & Employment']
Unemployment Allowance to Differently Abled Persons,['Skills & Employment']
Unemployment Allowance to Disabled Persons,['Skills & Employment']
Unemployment Assistance Scheme - Tamil Nadu,['Education & Learning']
Uniform Allowance to the Wards of Ex-Servicemen/Widows (Sainik Welfare),['Education & Learning']
Uniform Assistance To SC Students,['Education & Learning']
Unnati Scheme,['Education & Learning']
Upgrading the Skills and Training in Traditional Arts/Crafts for Development,['Skills & Employment']
Urdu Scholarship- Rajasthan,['Education & Learning']
Uttar Pradesh Mukhyamantri Bal Seva Yojana (Genearal),['Education & Learning']
VAIshwik BHArtiya Vaigyanik (VAIBHAV) Fellowship,['Education & Learning']
Vahli Dikri Yojana,['Education & Learning']
Valmiki Chhatravritti Yojana,['Education & Learning']
Valmiki Chhatravritti Yojana,['Education & Learning']
Vanbandhu Kalyan Yojana,['Education & Learning']
Varnam Scheme For Transgender Students Pursuing Distance Education Courses,['Education & Learning']
Vasantrao Naik Merit Awards To The Vjnt Students Who Came First In State Or First In Board Of 10th And 12th Standard Examination,['Education & Learning']
Veda Vyasa Scheme for Vedic Education,['Education & Learning']
Vice Chancellor Internship Scheme,['Education & Learning']
Videsh Siksha Yojana (MPBOCWWB),['Education & Learning']
Vidya Scheme,['Education & Learning']
Vidyajyothi Scheme- Financial Aid For Uniforms And Study Materials To PH Students,['Education & Learning']
Vidyakiranam Scheme-Educational Assistance To Children Of Disabled Parents,['Education & Learning']
Vidyasiri food And Accommodation Scholarship Scheme,['Education & Learning']
Vijayamritham Scheme - Cash Award For Meritorious Children With Disabilities,['Education & Learning']
Vikaas-Day Care Scheme For Person with Disability Children,['Education & Learning']
Vikramaditya Yojna,['Education & Learning']
Vishesh Shiksha Sahaayata Yojana,['Education & Learning']
Vishesh Yogyajan Chhatravriti Yojana,['Education & Learning']
Vishesh Yogyajan Palanhar Yojana,['Education & Learning']
Vishist Coaching Scheme (GBOCWWB),['Education & Learning']
Visit of Contract Farming Farmers to the Research Stations in Karnataka,['Education & Learning']
Visiting Advanced Joint Research Faculty Scheme,['Education & Learning']
Visitor's Award,['Education & Learning']
Vocational Education and Training Loan Scheme,['Education & Learning']
Vocational Training For VJNT And SBC Candidates Studying In Government Industrial Training Institute,['Skills & Employment']
Vocational Training Of Destitute Women And Adolescent Girls,['Education & Learning']
Vocational Training in Tribal Areas,['Skills & Employment']
Vocational Training to the Dependents,['Skills & Employment']
Vrutti Protsaha Loan Scheme,['Skills & Employment']
Vyasakabi Fakir Mohan Bhasabruti Scholarship,['Education & Learning']
WISE Fellowship for Ph.D.,['Education & Learning']
WISE Post-Doctoral Fellowship,['Education & Learning']
Welfare Measures for Children of Labourers,['Education & Learning']
West Bengal Artisans Financial Benefit Scheme 2024: Grant to Individual Artisans,['Business & Entrepreneurship']
West Bengal Artisans Financial Benefit Scheme 2024: Grant to Industrial Cooperative Society,['Business & Entrepreneurship']
West Bengal Artisans Financial Benefit Scheme: Facilitation Supports,['Business & Entrepreneurship']
West Bengal Artisans Financial Benefit Scheme: Support for Digital Marketing,['Business & Entrepreneurship']
West Bengal Freeship Scheme,['Education & Learning']
West Bengal Handloom and Khadi Weavers Financial Benefit Scheme 2024: Assistance to Individual Handloom Weaver,['Business & Entrepreneurship']
West Bengal Handloom and Khadi Weavers Financial Benefit Scheme 2024: Assistance to Viable and Potentially Viable PWCS,['Business & Entrepreneurship']
West Bengal Handloom and Khadi Weavers Financial Benefit Scheme 2024: Supply of Yarn to Societies etc. at Subsidized Rate,['Business & Entrepreneurship']
West Bengal Handloom and Khadi Weavers Financial Benefit Scheme 2024: Support for One Time Settlement (OTS) of NPA Accounts of PWCS,['Business & Entrepreneurship']
West Bengal Incentive Scheme for Approved Industrial Park (SAIP) for MSMEs: Construction of Approach Road,['Business & Entrepreneurship']
West Bengal Incentive Scheme for Approved Industrial Park (SAIP) for MSMEs: Incentive for Basic and Essential Common Infrastructure Facilities,['Business & Entrepreneurship']
West Bengal Incentive Scheme for Approved Industrial Park (SAIP) for MSMEs: Incentive for Common Effluent Treatment Plant (CETP),['Business & Entrepreneurship']
West Bengal Incentive Scheme for Approved Industrial Park (SAIP) for MSMEs: Incentive for Setting up a Power Sub Station,['Business & Entrepreneurship']
West Bengal Incentive Scheme for Approved Industrial Park (SAIP) for MSMEs: Reimbursement of Stamp Duty,['Business & Entrepreneurship']
West Bengal Student Credit Card Scheme,['Education & Learning']
West Bengal Textile Incentive Scheme: Reimbursement of Stamp Duty and Registration Fee,['Business & Entrepreneurship']
West Bengal Transport Workers’ Social Security Scheme: Assistance for Education of Children,['Education & Learning']
Widow B.Ed Scheme-Rajasthan,['Education & Learning']
Women In Science and Engineering-Societal Challenges with Opportunities Fellowship,['Education & Learning']
Women Involvement in Science and Engineering Research,['Education & Learning']
Women Scientist Scheme-A,['Education & Learning']
Women Scientist Scheme-B,['Education & Learning']
Women Scientist Scheme-C,['Education & Learning']
Women Self Employment Scheme,['Skills & Employment']
Women’s Instinct for Developing and Ushering in Scientific Heights & Innovation,['Education & Learning']
Workers for Class 9th to 12th Through National Scholarship (JKBOCWWB),['Education & Learning']
Young Innovators Program,['Education & Learning']
Young Interns Program,['Education & Learning']
Young Investigators Programme in Biotechnology,['Education & Learning']
Yuvasree Prakalpa,['Skills & Employment']
Zero Ticket Bus Travel Scheme for Women,['Education & Learning']
e-Adhigam Scheme - Free Tablet,['Education & Learning']
"“Family Counseling"" under Grant-in-Aid to Pondicherry State Social Welfare Board",['Education & Learning']
“Ishan Uday” Special Scholarship Scheme For North Eastern Region,['Education & Learning']
"“Training in Coir” Component of the ""Development of Coir"" Scheme",['Skills & Employment']
